partNo,plateType,material,thickness,width,length,surfaceFinish,usage,pattern,grade,certification,description
5000972,Checker plate,Steel,1.5,250,750,Powder-coated,Industrial,Raised,Grade 6156,ISO 9001 certified,Checker plate 1.5mm  250mm  750mm
5000973,Perforated plate,Aluminum,3.5,200,750,Powder-coated,Industrial,Checkered,-,RoHS compliant,Perforated plate 3.5mm  200mm  750mm
5000974,Diamond plate,Stainless steel,1.5,150,750,Powder-coated,Automotive,-,Grade 1094134,ASTM certified,Diamond plate 1.5mm  150mm  750mm
5000975,Diamond plate,Aluminum,5,250,1000,Powder-coated,Industrial,Diamond,Grade 1099891,ISO 9001 certified,Diamond plate 5mm  250mm  1000mm
5000976,Flat plate,Brass,4,250,750,Polished,Decorative,-,-,RoHS compliant,Flat plate 4mm  250mm  750mm
5000977,Tread plate,Steel,2,250,1500,Mill finish,Construction,Raised,-,ISO 9001 certified,Tread plate 2mm  250mm  1500mm
5000978,Checker plate,Aluminum,2.5,250,500,Galvanized,Decorative,Checkered,Grade 6061,ASTM certified,Checker plate 2.5mm  250mm  500mm
5000979,Perforated plate,Stainless steel,3.5,250,1000,Brushed,Automotive,-,Grade 304,RoHS compliant,Perforated plate 3.5mm  250mm  1000mm
5000980,Diamond plate,Aluminum,1.5,250,750,Powder-coated,Industrial,Diamond,Grade 6061,ISO 9001 certified,Diamond plate 1.5mm  250mm  750mm
5000981,Diamond plate,Brass,3.5,300,750,Powder-coated,Industrial,-,Grade 6062,RoHS compliant,Diamond plate 3.5mm  300mm  750mm
5000982,Flat plate,Steel,1.5,200,750,Powder-coated,Automotive,Raised,Grade 6157,ASTM certified,Flat plate 1.5mm  200mm  750mm
5000983,Tread plate,Aluminum,5,250,750,Powder-coated,Industrial,Checkered,-,ISO 9001 certified,Tread plate 5mm  250mm  750mm
5000984,Checker plate,Stainless steel,4,150,750,Powder-coated,Decorative,-,Grade 1105648,RoHS compliant,Checker plate 4mm  150mm  750mm
5000985,Perforated plate,Aluminum,2,300,1000,Powder-coated,Construction,Diamond,Grade 1111405,ISO 9001 certified,Perforated plate 2mm  300mm  1000mm
5000986,Diamond plate,Brass,2.5,100,750,Polished,Decorative,-,-,ASTM certified,Diamond plate 2.5mm  100mm  750mm
5000987,Diamond plate,Steel,3.5,250,1500,Mill finish,Automotive,Raised,-,RoHS compliant,Diamond plate 3.5mm  250mm  1500mm
5000988,Flat plate,Aluminum,1.5,200,500,Galvanized,Industrial,Checkered,Grade 6061,ISO 9001 certified,Flat plate 1.5mm  200mm  500mm
5000989,Tread plate,Stainless steel,3.5,150,1000,Brushed,Industrial,-,Grade 304,RoHS compliant,Tread plate 3.5mm  150mm  1000mm
5000990,Checker plate,Aluminum,1.5,250,750,Powder-coated,Automotive,Diamond,Grade 6061,ASTM certified,Checker plate 1.5mm  250mm  750mm
5000991,Perforated plate,Brass,5,250,750,Powder-coated,Industrial,-,Grade 6062,ISO 9001 certified,Perforated plate 5mm  250mm  750mm
5000992,Diamond plate,Steel,4,250,750,Powder-coated,Decorative,Raised,Grade 6158,RoHS compliant,Diamond plate 4mm  250mm  750mm
5000993,Diamond plate,Aluminum,2,250,750,Powder-coated,Construction,Checkered,-,ISO 9001 certified,Diamond plate 2mm  250mm  750mm
5000994,Flat plate,Stainless steel,2.5,250,750,Powder-coated,Decorative,-,Grade 1117162,ASTM certified,Flat plate 2.5mm  250mm  750mm
